,Corezn,Perimeterzn1,Perimeterzn2,Perimeterzn3,Perimeterzn4,MAT,Coolingcoil_Outtemp,Fan_outtemp,RAT,OAT
2006-04-05 19:00:00,2.13806482242306,0.4282916481916914,0.2832862923143503,0.38827765391548114,0.4445879035253625,3.682508320369945,3.682508320369945,3.682508320369945,3.682508320369945,2.8469883809929897
2006-04-05 20:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386
2006-04-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-06 05:00:00,2.319569903731122,0.4008806359910389,0.28328629231435026,0.38827765391548114,0.3989620506374558,3.790976536589448,3.790976536589448,3.790976536589448,3.790976536589448,3.790976536589448
2006-04-06 06:00:00,2.1380648224230594,0.40088063599103896,0.2832862923143503,0.3882776539154811,0.39896205063745577,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386
2006-04-06 07:00:00,2.703837259040961,0.40088063599103896,0.9831551588442454,0.38827765391548114,0.3989620506374558,4.875112758429182,4.875112758429182,4.875112758429182,4.875112758429182,4.875112758429182
2006-04-06 08:00:00,2.578325516793851,0.45547972134259573,1.4164314615717515,0.38827765391548114,0.3989620506374558,5.237476404261136,5.237476404261136,5.237476404261136,5.237476404261136,5.237476404261136
2006-04-06 09:00:00,3.2833934792449324,1.0004000461778204,1.4164314615717513,0.4529709670178819,0.39896205063745577,6.552158004649842,6.552158004649842,6.552158004649842,6.552158004649842,2.042868153057934
2006-04-06 10:00:00,3.7359505609840364,1.5099003471434773,1.4139787149090668,0.6647985101985145,0.43801651432556854,7.7626446475606645,7.7626446475606645,7.7626446475606645,7.762644647560664,2.0172848532943117
2006-04-06 11:00:00,3.779495006694979,2.0033951129988488,1.104285193476534,0.7585985129405222,0.5099694715141483,8.155743297625033,8.155743297625033,8.155743297625033,8.155743297625033,2.0316557567185116
2006-04-06 12:00:00,4.263402908886538,2.0044031799551947,0.7955881494216004,0.8522275079631842,0.5835824669117774,8.499204213138295,8.499204213138295,8.499204213138295,8.499204213138295,1.9648921707419262
2006-04-06 13:00:00,4.503947833401573,2.0044031799551947,0.7519670786849336,0.9041221490251268,0.8546810614301813,9.019121302497009,9.019121302497009,9.019121302497009,9.019121302497009,1.955806242785781
2006-04-06 14:00:00,4.615469865252736,2.0044031799551947,0.7555320983123426,0.943582716810224,1.3556860562376853,9.674673916568182,9.674673916568182,9.674673916568182,9.674673916568182,1.9690510091914952
2006-04-06 15:00:00,5.206033092545882,2.0044031799551947,0.8303290388804366,1.0652348829022356,1.994810253187279,11.100810447471027,11.100810447471027,11.100810447471027,11.100810447471027,1.9487986570660225
2006-04-06 16:00:00,3.235053974003316,1.2873651618501698,0.5705791990837772,0.7272313995618738,1.8840975185424202,7.704327253041557,7.704327253041557,7.704327253041557,7.704327253041557,2.1403815479899997
2006-04-06 17:00:00,3.3748405575247125,1.1533304338021733,0.6074524651497236,0.7612407806535856,1.8819597434455746,7.77882398057577,7.77882398057577,7.77882398057577,7.77882398057577,2.0950643621113736
2006-04-06 18:00:00,2.9497359258761033,0.821450265896978,0.4600552519281698,0.592149958477223,1.2525523463909192,6.075943748569393,6.075943748569393,6.075943748569393,6.075943748569393,2.0723563010889805
2006-04-06 19:00:00,2.4317586545291245,0.6143841670966994,0.35004091318034425,0.42796736797323953,0.6003544294473593,4.424505532226767,4.424505532226767,4.424505532226767,4.424505532226767,2.032629181164526
2006-04-06 20:00:00,2.13806482242306,0.4947095429482147,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.703501045894031,3.703501045894031,3.703501045894031,3.703300362238562,2.0201877354475397
2006-04-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-07 05:00:00,2.5363092735918484,0.4008806359910389,0.28328629231435026,0.38827765391548114,0.3989620506374558,4.007715906450175,4.007715906450175,4.007715906450175,4.007715906450175,4.007715906450175
2006-04-07 06:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386
2006-04-07 07:00:00,3.2703107904537685,0.40088063599103896,1.1383805369614206,0.38827765391548114,0.3989620506374558,5.596811667959164,5.596811667959164,5.596811667959164,5.596811667959164,5.596811667959164
2006-04-07 08:00:00,3.0406194649481577,0.5384175615305136,1.4164314615717515,0.38827765391548114,0.3989620506374558,5.78270819260336,5.78270819260336,5.78270819260336,5.78270819260336,2.0201800681625395
2006-04-07 09:00:00,3.574846960084974,1.0840536257280735,1.4164314615717513,0.5209572513069203,0.39896205063745577,6.995251349329174,6.995251349329174,6.995251349329174,6.995251349329174,1.997439195761102
2006-04-07 10:00:00,3.957383409092526,1.5891089598269186,1.4164314615717513,0.668216016988242,0.43262094327255096,8.063760790751989,8.063760790751989,8.063760790751989,8.063760790751989,1.9942350560528692
2006-04-07 11:00:00,3.990195103587328,2.0041147925316283,1.1502172903207237,0.7611546531536701,0.5131609433857285,8.418842782979079,8.418842782979079,8.418842782979079,8.418842782979079,2.0070702721646594
2006-04-07 12:00:00,4.430404203767887,2.0044031799551947,0.8127305449649229,0.8464427912590393,0.5792886339297632,8.673269353876808,8.673269353876808,8.673269353876808,8.673269353876808,1.950669512817628
2006-04-07 13:00:00,4.651474259093961,2.0044031799551947,0.7580771575650425,0.8975290651834043,0.8434339098245209,9.154917571622123,9.154917571622123,9.154917571622123,9.154917571622123,1.9432217189814598
2006-04-07 14:00:00,4.765671447708215,2.0044031799551947,0.7608826319229407,0.9411950454624904,1.3575117450782672,9.829664050127107,9.829664050127107,9.829664050127107,9.829664050127107,1.957416932887305
2006-04-07 15:00:00,5.28387196545218,2.0044031799551947,0.8207454524810213,1.048570645534448,1.994810253187279,11.152401496610123,11.152401496610123,11.152401496610123,11.152401496610123,1.9438990912302174
2006-04-07 16:00:00,3.219130758549069,1.2674156793518834,0.5632746002682342,0.7170329673948841,1.8864139106799809,7.653267916244051,7.653267916244051,7.653267916244051,7.653267916244051,2.144489449702914
2006-04-07 17:00:00,3.1870501938452493,1.0629459504744436,0.5593435461581702,0.7209800789229456,1.9947203062395058,7.525040075640314,7.525040075640314,7.525040075640314,7.525040075640314,2.13641228234018
2006-04-07 18:00:00,3.118114556377154,0.8536017204813118,0.4977867316539784,0.6403735419570546,1.3837816248949077,6.493658175364407,6.493658175364407,6.493658175364407,6.493658175364407,2.0625510861953678
2006-04-07 19:00:00,2.569966615621457,0.6609529407536887,0.38572427190729386,0.479627138781321,0.6583733659214263,4.754644332985187,4.754644332985187,4.754644332985187,4.754644332985187,2.033239429440113
2006-04-07 20:00:00,2.2176765894493604,0.5207310048472789,0.302208107394894,0.38827765391548114,0.4258075909409968,3.854700946548011,3.854700946548011,3.854700946548011,3.854700946548011,2.015934427505399
2006-04-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-08 05:00:00,2.519189200669128,0.4008806359910389,0.28328629231435026,0.38827765391548114,0.3989620506374558,3.9905958335274545,3.9905958335274545,3.9905958335274545,3.9905958335274545,3.9905958335274545
2006-04-08 06:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386
2006-04-08 07:00:00,2.13806482242306,0.40088063599103896,0.9632927441905641,0.38827765391548114,0.3989620506374558,4.2894779071575995,4.2894779071575995,4.2894779071575995,4.2894779071575995,4.2894779071575995
2006-04-08 08:00:00,2.1380648224230594,0.40088063599103896,1.4164314615717513,0.3882776539154811,0.39896205063745577,4.742616624538787,4.742616624538787,4.742616624538787,4.742616624538787,2.3160442056104196
2006-04-08 09:00:00,2.1380648224230594,0.8197016710932679,1.4164314615717513,0.3882776539154811,0.39896205063745577,5.161437659641016,5.161437659641016,5.161437659641016,5.161437659641016,2.4155705858540175
2006-04-08 10:00:00,2.1380648224230594,1.4005103171760542,1.4157745506974473,0.4342860453150786,0.39896205063745577,5.787597786249096,5.787597786249096,5.787597786249096,5.787597786249096,2.5412169811571186
2006-04-08 11:00:00,2.1475814088983047,2.0038354824885083,1.0954219974590886,0.5812898075743627,0.3996411737768079,6.227769870197072,6.227769870197072,6.227769870197072,6.227769870197072,2.5993449793972774
2006-04-08 12:00:00,2.13806482242306,2.0042605895677488,0.6484767517091601,0.6066768538266754,0.4102536893264873,5.807732706853131,5.807732706853131,5.807732706853131,5.807732706853131,2.5415828555883238
2006-04-08 13:00:00,2.13806482242306,2.0044031799551947,0.5868463915438451,0.6455160391088938,0.6640085230912204,6.0388389561222136,6.0388389561222136,6.0388389561222136,6.0388389561222136,2.585533403177916
2006-04-08 14:00:00,2.4695183723340803,2.0044031799551947,0.6464091644805162,0.7529687726080481,1.2820203857317705,7.15531987510961,7.15531987510961,7.15531987510961,7.15531987510961,2.4520100661225794
2006-04-08 15:00:00,2.798517115113406,1.9258052007445825,0.6806831679534098,0.8162497856247312,1.994810253187279,8.216065522623408,8.216065522623408,8.216065522623408,8.216065522623408,2.3494033331677167
2006-04-08 16:00:00,2.13806482242306,1.2324931645072472,0.5269106826804366,0.6521403734862876,1.9511626585627762,6.500771701659808,6.500771701659808,6.500771701659808,6.500771701659808,2.656415387398094
2006-04-08 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-08 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-08 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-08 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-08 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-08 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-10 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-10 05:00:00,5.900526448246517,0.8315275982557395,0.49563495767262755,0.5283206667230197,0.6147466244143398,8.370787777221247,8.370787777221247,8.370787777221247,8.370756295312244,7.947388647338291
2006-04-10 06:00:00,6.080756741520339,0.7604357699110691,1.0256328424129189,0.4846449633723736,0.562398861672288,8.913869178888989,8.913869178888989,8.913869178888989,8.913869178888989,8.913869178888989
2006-04-10 07:00:00,5.404455799710262,0.7065656008854041,1.4164314615717515,0.5302718682274375,0.47974393563171613,8.537468666026571,8.537468666026571,8.537468666026571,8.537468666026571,8.537468666026571
2006-04-10 08:00:00,5.40216020192524,0.9704455999231394,1.4164314615717515,0.6375419618438416,0.5183779217319235,8.944957146995895,8.944957146995895,8.944957146995895,8.944957146995895,8.944957146995895
2006-04-10 09:00:00,5.482196190680293,1.4046020715848426,1.4164314615717515,0.7472214510956149,0.5768554078609576,9.627306582793459,9.627306582793459,9.627306582793459,9.627306582793459,9.627306582793459
2006-04-10 10:00:00,5.59294172260995,1.8512976666562682,1.4164314615717515,0.8341362279258542,0.6261203276154927,10.320927406379317,10.320927406379317,10.320927406379317,10.320927406379317,6.116914115256106
2006-04-10 11:00:00,5.21116456947705,2.0044031799551947,1.3187173413601347,0.8532759738625474,0.636596516888928,10.024157581543854,10.024157581543854,10.024157581543854,10.024157581543854,1.9125245376270417
2006-04-10 12:00:00,5.597786884636156,2.0044031799551947,0.9527560865265794,0.9666919665264377,0.7070736639087924,10.22871178155316,10.22871178155316,10.22871178155316,10.228711781553159,1.8852140391616925
2006-04-10 13:00:00,5.601405542707394,2.0044031799551947,0.8510850762928421,0.9839600577448415,0.9276584260633732,10.368512282763646,10.368512282763646,10.368512282763646,10.368512282763646,1.889053867562131
2006-04-10 14:00:00,5.548782890819264,2.0044031799551947,0.8192385063551484,0.988874779565331,1.4094762891451709,10.770775645840107,10.770775645840107,10.770775645840107,10.770775645840109,1.9062599534188758
2006-04-10 15:00:00,5.681921065267756,1.997084302830595,0.793346430217245,0.9824289730026692,1.9632575143352566,11.418038285653523,11.418038285653523,11.418038285653523,11.418038285653521,1.913427790573882
2006-04-10 16:00:00,3.696412483485107,1.227799528881868,0.5502045169324167,0.6727287822276193,1.8815418819080922,8.028687193435102,8.028687193435102,8.028687193435102,8.028687193435102,2.0371862692296645
2006-04-10 17:00:00,3.689436990569605,0.9876596013371929,0.5254554341158928,0.6358004612299827,1.9945602499930457,7.832912737245719,7.832912737245719,7.832912737245719,7.832912737245719,2.0191117691202383
2006-04-10 18:00:00,3.5575276920847845,0.7573972315586122,0.42772369730988624,0.5216462143522812,1.481881468263655,6.746176303569219,6.746176303569219,6.746176303569219,6.746176303569219,6.746176303569219
2006-04-10 19:00:00,2.896241010216749,0.5532643894064407,0.3137263450798824,0.38827765391548114,0.6252756548211846,4.776785053439738,4.776785053439738,4.776785053439738,4.776785053439738,4.776785053439738
2006-04-10 20:00:00,2.4418785057688632,0.4099696406794393,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.92237414331559,3.92237414331559,3.92237414331559,3.92237414331559,3.92237414331559
2006-04-10 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-10 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-10 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-11 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-11 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-11 05:00:00,2.488483507480488,0.4008806359910389,0.28328629231435026,0.3882776539154811,0.3989620506374557,3.9598901403388136,3.9598901403388136,3.9598901403388136,3.9598901403388136,3.2590669538461645
2006-04-11 06:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,2.8028090044431955
2006-04-11 07:00:00,3.13820397008424,0.40088063599103896,0.9977027997145075,0.3882776539154811,0.39896205063745577,5.3240271103427235,5.3240271103427235,5.3240271103427235,5.3240271103427235,5.3240271103427235
2006-04-11 08:00:00,2.864629330824557,0.40088063599103896,1.4164314615717515,0.38827765391548114,0.3989620506374558,5.4691811329402835,5.4691811329402835,5.4691811329402835,5.4691811329402835,5.4691811329402835
2006-04-11 09:00:00,3.39736547352629,0.6360786582698347,1.4164314615717513,0.3882776539154811,0.39896205063745577,6.237115297920813,6.237115297920813,6.237115297920813,6.237115297920813,6.237115297920813
2006-04-11 10:00:00,4.154900039952469,1.1089078095573557,1.41424561263063,0.5132842890112128,0.39896205063745577,7.590299801789124,7.590299801789124,7.590299801789124,7.590299801789124,7.590299801789124
2006-04-11 11:00:00,4.834012242960627,1.7058248669016516,1.1556389476413749,0.7035175096256795,0.45993837231948886,8.858931939448823,8.858931939448823,8.858931939448823,8.858931939448823,8.858931939448823
2006-04-11 12:00:00,5.750851064358953,2.0044031799551947,0.8746045722229588,0.8956498751539387,0.6033764324052091,10.128885124096254,10.128885124096254,10.128885124096254,10.128885124096254,10.128885124096254
2006-04-11 13:00:00,5.585512982255861,2.0044031799551947,0.7836149041631606,0.9079852307944305,0.9025336889539429,10.18404998612259,10.18404998612259,10.18404998612259,10.18404998612259,10.18404998612259
2006-04-11 14:00:00,6.176604244078143,2.0044031799551947,0.8651333256677315,1.0566571009673884,1.647768453592365,11.750566304260822,11.750566304260822,11.750566304260822,11.750566304260822,1.8838782075953522
2006-04-11 15:00:00,5.253691031868253,1.4343523507631555,0.7027380091863128,0.8825006698938024,1.922173537217762,10.195455598929286,10.195455598929286,10.195455598929286,10.195455598929286,1.9131405339046414
2006-04-11 16:00:00,3.3866725516195877,0.8715831800999152,0.48907923004209275,0.6034854635240121,1.898223693124594,7.249044118410202,7.249044118410202,7.249044118410202,7.249044118410202,2.0550719322777704
2006-04-11 17:00:00,3.197753243460401,0.7142725684348583,0.44178701108435264,0.5406871317444154,1.8943080395921617,6.788807994316189,6.788807994316189,6.788807994316189,6.788807994316189,6.788807994316189
2006-04-11 18:00:00,2.772768458514342,0.5199302292803472,0.32846084900151734,0.42930872161383227,1.077426150861175,5.127894409271214,5.127894409271214,5.127894409271214,5.127894409271214,5.127894409271214
2006-04-11 19:00:00,2.2498957550945997,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.46497809941416524,3.787318436729635,3.787318436729635,3.787318436729635,3.787318436729635,3.787318436729635
2006-04-11 20:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386
2006-04-11 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-11 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-11 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-12 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-12 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-12 05:00:00,2.338079586323679,0.4008806359910389,0.28328629231435026,0.3882776539154811,0.3989620506374557,3.809486219182005,3.809486219182005,3.809486219182005,3.809486219182005,3.809486219182005
2006-04-12 06:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386
2006-04-12 07:00:00,2.82485823127156,0.40088063599103896,1.0051545834746132,0.38827765391548114,0.3989620506374558,5.018133155290149,5.018133155290149,5.018133155290149,5.018133155290149,5.018133155290149
2006-04-12 08:00:00,2.662363220367159,0.40088063599103896,1.4164314615717515,0.38827765391548114,0.3989620506374558,5.266915022482886,5.266915022482886,5.266915022482886,5.266915022482886,5.266915022482886
2006-04-12 09:00:00,3.2717664518246274,0.680179734688166,1.4164314615717513,0.42993506723274194,0.39896205063745577,6.197274765954743,6.197274765954743,6.197274765954743,6.197274765954743,6.197274765954743
2006-04-12 10:00:00,4.003612384665908,1.1689973052868021,1.4142523354915115,0.5942568284921104,0.39896205063745577,7.580080904573789,7.580080904573789,7.580080904573789,7.580080904573789,5.706141056474081
2006-04-12 11:00:00,4.9320670894540735,1.8666066428392896,1.2478359849625487,0.8466969539870441,0.5669172026484399,9.460123873891396,9.460123873891396,9.460123873891396,9.460123873891396,1.915080871922487
2006-04-12 12:00:00,5.270128230662756,2.0044031799551947,0.8705598555049794,0.9380991847870587,0.6383466086951544,9.721537059605144,9.721537059605144,9.721537059605144,9.721537059605144,1.8925733532784872
2006-04-12 13:00:00,5.391029460530862,2.0044031799551947,0.8145834713294979,0.9802918699174035,0.9693230639778476,10.159631045710807,10.159631045710807,10.159631045710807,10.159631045710807,1.8972546530271133
2006-04-12 14:00:00,6.149233376008182,2.0044031799551947,0.9184600689533143,1.14830383943852,1.7304935737388378,11.950894038094049,11.950894038094049,11.950894038094049,11.950894038094049,1.8893730438197753
2006-04-12 15:00:00,4.9590540629243645,1.4333854703423388,0.7145871257037911,0.9177834863270914,1.9056923764963347,9.93050252179392,9.93050252179392,9.93050252179392,9.93050252179392,1.9326499681671658
2006-04-12 16:00:00,3.610366207564139,1.0643565812968658,0.608621026550976,0.7761274780043854,1.9255182462552736,7.9849895396716395,7.9849895396716395,7.9849895396716395,7.9849895396716395,2.04867927973258
2006-04-12 17:00:00,3.2273980632284935,0.859288415937558,0.5368612277293201,0.6740416246019894,1.8877401425150198,7.185329474012381,7.185329474012381,7.185329474012381,7.185329474012381,2.0860825478120653
2006-04-12 18:00:00,2.7939549422861782,0.619022290149047,0.39620385940010605,0.5074158588997864,0.9665652492462945,5.283162199981412,5.283162199981412,5.283162199981412,5.283162199981412,2.0207939810298328
2006-04-12 19:00:00,2.2726942523218012,0.43030244888939173,0.2832862923143503,0.38827765391548114,0.45356030639407985,3.828120953835104,3.828120953835104,3.828120953835104,3.828120953835104,1.9703917107582696
2006-04-12 20:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,1.9864657386210247
2006-04-12 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-12 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-12 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-13 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-13 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-13 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-13 05:00:00,2.397039251455729,0.4008806359910389,0.28328629231435026,0.3882776539154811,0.3989620506374557,3.8684458843140552,3.8684458843140552,3.8684458843140552,3.8684458843140552,3.8684458843140552
2006-04-13 06:00:00,2.13806482242306,0.40088063599103896,0.2832862923143503,0.38827765391548114,0.3989620506374558,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386,3.609471455281386
